_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 0, epoch 55, cost -75.1086308765
Pre-training layer 0, epoch 55, representative training free energy -427.189095154
Pre-training layer 0, epoch 55, validation free energy -419.614269928
Pre-training layer 0, epoch 56, cost -74.973158474
Pre-training layer 0, epoch 57, cost -74.8424304771
Pre-training layer 0, epoch 58, cost -74.6778602409
Pre-training layer 0, epoch 59, cost -74.711493597
Pre-training layer 0, epoch 60, cost -74.6707737064
Pre-training layer 0, epoch 60, representative training free energy -423.162300446
Pre-training layer 0, epoch 60, validation free energy -415.560172363
Pre-training layer 0, epoch 61, cost -74.489987011
Pre-training layer 0, epoch 62, cost -74.4160014629
Pre-training layer 0, epoch 63, cost -74.4264650726
Pre-training layer 0, epoch 64, cost -74.3060439682
Pre-training layer 0, epoch 65, cost -74.1781059456
Pre-training layer 0, epoch 65, representative training free energy -425.463272095
Pre-training layer 0, epoch 65, validation free energy -418.183548279
Pre-training layer 0, epoch 66, cost -74.0472248745
Pre-training layer 0, epoch 67, cost -73.9443825054
Pre-training layer 0, epoch 68, cost -74.0706763172
Pre-training layer 0, epoch 69, cost -73.9566605663
Pre-training layer 0, epoch 70, cost -73.8635661316
Pre-training layer 0, epoch 70, representative training free energy -420.26146286
Pre-training layer 0, epoch 70, validation free energy -412.454382324
Pre-training layer 0, epoch 71, cost -73.8138966274
Pre-training layer 0, epoch 72, cost -73.6821193123
Pre-training layer 0, epoch 73, cost -73.687689867
Pre-training layer 0, epoch 74, cost -73.6678764439
Pre-training layer 0, epoch 75, cost -73.5595642376
Pre-training layer 0, epoch 75, representative training free energy -421.385896698
Pre-training layer 0, epoch 75, validation free energy -413.359999908
Pre-training layer 0, epoch 76, cost -73.4944579029
Pre-training layer 0, epoch 77, cost -73.4337084675
Pre-training layer 0, epoch 78, cost -73.3499523544
Pre-training layer 0, epoch 79, cost -73.3297114372
Pre-training layer 0, epoch 80, cost -73.2368740845
Pre-training layer 0, epoch 80, representative training free energy -418.696799866
Pre-training layer 0, epoch 80, validation free energy -411.124988464
Pre-training layer 0, epoch 81, cost -73.3344025612
Pre-training layer 0, epoch 82, cost -73.106061964
Pre-training layer 0, epoch 83, cost -73.1318626404
Pre-training layer 0, epoch 84, cost -73.0550624371
Pre-training layer 0, epoch 85, cost -73.0140134144
Pre-training layer 0, epoch 85, representative training free energy -418.864937134
Pre-training layer 0, epoch 85, validation free energy -410.297821289
Pre-training layer 0, epoch 86, cost -72.8334773636
Pre-training layer 0, epoch 87, cost -72.8802159119
Pre-training layer 0, epoch 88, cost -72.8667040253
Pre-training layer 0, epoch 89, cost -72.6939975834
Pre-training layer 0, epoch 90, cost -72.6824226952
Pre-training layer 0, epoch 90, representative training free energy -417.473094116
Pre-training layer 0, epoch 90, validation free energy -409.067048584
Pre-training layer 0, epoch 91, cost -72.7680125999
Pre-training layer 0, epoch 92, cost -72.6141085052
Pre-training layer 0, epoch 93, cost -72.6977273655
Pre-training layer 0, epoch 94, cost -72.467020874
Pre-training layer 0, epoch 95, cost -72.4903458977
Pre-training layer 0, epoch 95, representative training free energy -418.785198395
Pre-training layer 0, epoch 95, validation free energy -409.457285889
Pre-training layer 0, epoch 96, cost -72.4094355488
Pre-training layer 0, epoch 97, cost -72.4049355125
Pre-training layer 0, epoch 98, cost -72.3152292728
Pre-training layer 0, epoch 99, cost -72.3499362183
Pre-training layer 1, epoch 0, cost -324.952464752
Pre-training layer 1, epoch 0, representative training free energy -58360.6723477
Pre-training layer 1, epoch 0, validation free energy -57759.1162246
Pre-training layer 1, epoch 1, cost -279.290666046
Pre-training layer 1, epoch 2, cost -265.34211277
Pre-training layer 1, epoch 3, cost -257.234115028
Pre-training layer 1, epoch 4, cost -251.648578491
Pre-training layer 1, epoch 5, cost -247.634515724
Pre-training layer 1, epoch 5, representative training free energy -78431.1319473
Pre-training layer 1, epoch 5, validation free energy -77589.4279336
Pre-training layer 1, epoch 6, cost -244.33648159
Pre-training layer 1, epoch 7, cost -241.894746704
Pre-training layer 1, epoch 8, cost -239.718504372
Pre-training layer 1, epoch 9, cost -238.012627029
Pre-training layer 1, epoch 10, cost -236.27433754
Pre-training layer 1, epoch 10, representative training free energy -84558.3812949
Pre-training layer 1, epoch 10, validation free energy -83616.0813887
Pre-training layer 1, epoch 11, cost -235.247980881
Pre-training layer 1, epoch 12, cost -233.975196419
Pre-training layer 1, epoch 13, cost -232.887054253
Pre-training layer 1, epoch 14, cost -232.064638443
Pre-training layer 1, epoch 15, cost -231.201381226
Pre-training layer 1, epoch 15, representative training free energy -88046.9683887
Pre-training layer 1, epoch 15, validation free energy -87065.3519473
Pre-training layer 1, epoch 16, cost -230.486058655
Pre-training layer 1, epoch 17, cost -229.795340919
Pre-training layer 1, epoch 18, cost -229.181859016
Pre-training layer 1, epoch 19, cost -228.613741646
Pre-training layer 1, epoch 20, cost -228.151987305
Pre-training layer 1, epoch 20, representative training free energy -90723.9209941
Pre-training layer 1, epoch 20, validation free energy -89704.257832
Pre-training layer 1, epoch 21, cost -227.541785278
Pre-training layer 1, epoch 22, cost -227.243708878
Pre-training layer 1, epoch 23, cost -226.804329262
Pre-training layer 1, epoch 24, cost -226.312395706
Pre-training layer 1, epoch 25, cost -225.993406525
Pre-training layer 1, epoch 25, representative training free energy -92639.1706719
Pre-training layer 1, epoch 25, validation free energy -91591.8167539
Pre-training layer 1, epoch 26, cost -225.599236794
Pre-training layer 1, epoch 27, cost -225.363070869
Pre-training layer 1, epoch 28, cost -225.010438347
Pre-training layer 1, epoch 29, cost -224.705485535
Pre-training layer 1, epoch 30, cost -224.429031906
Pre-training layer 1, epoch 30, representative training free energy -94264.7114102
Pre-training layer 1, epoch 30, validation free energy -93206.4424063
Pre-training layer 1, epoch 31, cost -224.041821518
Pre-training layer 1, epoch 32, cost -223.801365814
Pre-training layer 1, epoch 33, cost -223.650676117
Pre-training layer 1, epoch 34, cost -223.341783524
Pre-training layer 1, epoch 35, cost -223.182467842
Pre-training layer 1, epoch 35, representative training free energy -95736.0654043
Pre-training layer 1, epoch 35, validation free energy -94651.232373
Pre-training layer 1, epoch 36, cost -222.859507866
Pre-training layer 1, epoch 37, cost -222.71214386
Pre-training layer 1, epoch 38, cost -222.559670906
Pre-training layer 1, epoch 39, cost -222.283719559
Pre-training layer 1, epoch 40, cost -222.200939789
Pre-training layer 1, epoch 40, representative training free energy -96946.1283652
Pre-training layer 1, epoch 40, validation free energy -95825.2447988
Pre-training layer 1, epoch 41, cost -221.95846962
Pre-training layer 1, epoch 42, cost -221.696125603
Pre-training layer 1, epoch 43, cost -221.704396935
Pre-training layer 1, epoch 44, cost -221.571170692
Pre-training layer 1, epoch 45, cost -221.363649979
Pre-training layer 1, epoch 45, representative training free energy -98085.7795293
Pre-training layer 1, epoch 45, validation free energy -96964.3038379
Pre-training layer 1, epoch 46, cost -221.105364532
Pre-training layer 1, epoch 47, cost -221.084322777
Pre-training layer 1, epoch 48, cost -220.910315628
Pre-training layer 1, epoch 49, cost -220.757906799
Pre-training layer 1, epoch 50, cost -220.53886982
Pre-training layer 1, epoch 50, representative training free energy -98975.2330039
Pre-training layer 1, epoch 50, validation free energy -97841.3472598
Pre-training layer 1, epoch 51, cost -220.474634857
Pre-training layer 1, epoch 52, cost -220.333945274
Pre-training layer 1, epoch 53, cost -220.220569077
Pre-training layer 1, epoch 54, cost -220.118379021
Pre-training layer 1, epoch 55, cost -220.059057007
Pre-training layer 1, epoch 55, representative training free energy -99861.0218008
Pre-training layer 1, epoch 55, validation free energy -98716.5800664
Pre-training layer 1, epoch 56, cost -219.792268486
Pre-training layer 1, epoch 57, cost -219.876028137
Pre-training layer 1, epoch 58, cost -219.664659271
Pre-training layer 1, epoch 59, cost -219.663106155
Pre-training layer 1, epoch 60, cost -219.426402283
Pre-training layer 1, epoch 60, representative training free energy -100558.534736
Pre-training layer 1, epoch 60, validation free energy -99402.2081387
Pre-training layer 1, epoch 61, cost -219.346036568
Pre-training layer 1, epoch 62, cost -219.258193283
Pre-training layer 1, epoch 63, cost -219.219631767
Pre-training layer 1, epoch 64, cost -219.091232262
Pre-training layer 1, epoch 65, cost -219.023972969
Pre-training layer 1, epoch 65, representative training free energy -101408.5514
Pre-training layer 1, epoch 65, validation free energy -100243.83249
Pre-training layer 1, epoch 66, cost -218.947530365
Pre-training layer 1, epoch 67, cost -218.908734283
Pre-training layer 1, epoch 68, cost -218.791460266
Pre-training layer 1, epoch 69, cost -218.77187767
Pre-training layer 1, epoch 70, cost -218.583633728
Pre-training layer 1, epoch 70, representative training free energy -102186.31408
Pre-training layer 1, epoch 70, validation free energy -101000.650781
Pre-training layer 1, epoch 71, cost -218.577539673
Pre-training layer 1, epoch 72, cost -218.412490501
Pre-training layer 1, epoch 73, cost -218.346559677
Pre-training layer 1, epoch 74, cost -218.306525993
Pre-training layer 1, epoch 75, cost -218.202431259
Pre-training layer 1, epoch 75, representative training free energy -102903.250789
Pre-training layer 1, epoch 75, validation free energy -101717.324145
Pre-training layer 1, epoch 76, cost -218.137258186
Pre-training layer 1, epoch 77, cost -218.083987389
Pre-training layer 1, epoch 78, cost -218.011705933
Pre-training layer 1, epoch 79, cost -217.984767494
Pre-training layer 1, epoch 80, cost -217.893847847
Pre-training layer 1, epoch 80, representative training free energy -103501.751004
Pre-training layer 1, epoch 80, validation free energy -102297.845621
Pre-training layer 1, epoch 81, cost -217.884117088
Pre-training layer 1, epoch 82, cost -217.744265862
Pre-training layer 1, epoch 83, cost -217.673146667
Pre-training layer 1, epoch 84, cost -217.67363842
Pre-training layer 1, epoch 85, cost -217.551851654
Pre-training layer 1, epoch 85, representative training free energy -104006.895705
Pre-training layer 1, epoch 85, validation free energy -102807.126598
Pre-training layer 1, epoch 86, cost -217.493474846
Pre-training layer 1, epoch 87, cost -217.458054504
Pre-training layer 1, epoch 88, cost -217.426699829
Pre-training layer 1, epoch 89, cost -217.39819603
Pre-training layer 1, epoch 90, cost -217.383816528
Pre-training layer 1, epoch 90, representative training free energy -104750.031371
Pre-training layer 1, epoch 90, validation free energy -103542.10059
Pre-training layer 1, epoch 91, cost -217.373402672
Pre-training layer 1, epoch 92, cost -217.184888306
Pre-training layer 1, epoch 93, cost -217.077696152
Pre-training layer 1, epoch 94, cost -216.990800171
Pre-training layer 1, epoch 95, cost -217.110816956
Pre-training layer 1, epoch 95, representative training free energy -105265.745254
Pre-training layer 1, epoch 95, validation free energy -104048.399035
Pre-training layer 1, epoch 96, cost -217.048276062
Pre-training layer 1, epoch 97, cost -216.920708389
Pre-training layer 1, epoch 98, cost -216.914300766
Pre-training layer 1, epoch 99, cost -216.74429287
Pre-training layer 2, epoch 0, cost -119.259367123
Pre-training layer 2, epoch 0, representative training free energy 3915.2470896
Pre-training layer 2, epoch 0, validation free energy 3849.42717456
Pre-training layer 2, epoch 1, cost -89.0428140545
Pre-training layer 2, epoch 2, cost -82.5484639263
Pre-training layer 2, epoch 3, cost -78.9381280231
Pre-training layer 2, epoch 4, cost -76.444518795
Pre-training layer 2, epoch 5, cost -74.5410243225
Pre-training layer 2, epoch 5, representative training free energy 5896.40823437
Pre-training layer 2, epoch 5, validation free energy 5824.27242859
Pre-training layer 2, epoch 6, cost -73.1210461426
Pre-training layer 2, epoch 7, cost -72.1001718616
Pre-training layer 2, epoch 8, cost -71.0964019012
Pre-training layer 2, epoch 9, cost -70.3100125408
Pre-training layer 2, epoch 10, cost -69.6387427235
Pre-training layer 2, epoch 10, representative training free energy 7034.28807251
Pre-training layer 2, epoch 10, validation free energy 6952.20552637
Pre-training layer 2, epoch 11, cost -68.9890074825
Pre-training layer 2, epoch 12, cost -68.4878371048
Pre-training layer 2, epoch 13, cost -68.0321064663
Pre-training layer 2, epoch 14, cost -67.5897012615
Pre-training layer 2, epoch 15, cost -67.2459067726
Pre-training layer 2, epoch 15, representative training free energy 7857.3156062
Pre-training layer 2, epoch 15, validation free energy 7765.8591272
Pre-training layer 2, epoch 16, cost -66.8121243668
Pre-training layer 2, epoch 17, cost -66.6150120831
Pre-training layer 2, epoch 18, cost -66.3247344685
Pre-training layer 2, epoch 19, cost -66.033637228
Pre-training layer 2, epoch 20, cost -65.8419242287
Pre-training layer 2, epoch 20, representative training free energy 8505.11946753
Pre-training layer 2, epoch 20, validation free energy 8412.78612402
Pre-training layer 2, epoch 21, cost -65.6042757797
Pre-training layer 2, epoch 22, cost -65.3531479645
Pre-training layer 2, epoch 23, cost -65.28042243
Pre-training layer 2, epoch 24, cost -65.0204624939
Pre-training layer 2, epoch 25, cost -64.8139681911
Pre-training layer 2, epoch 25, representative training free energy 9102.70384863
