_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 2, epoch 55, validation free energy 220318.387844
Pre-training layer 2, epoch 56, cost -50.7479207484
Pre-training layer 2, epoch 57, cost -50.6661648941
Pre-training layer 2, epoch 58, cost -50.6383908971
Pre-training layer 2, epoch 59, cost -50.5794947688
Pre-training layer 2, epoch 60, cost -50.5889617157
Pre-training layer 2, epoch 60, representative training free energy 225732.528422
Pre-training layer 2, epoch 60, validation free energy 224092.466359
Pre-training layer 2, epoch 61, cost -50.449438928
Pre-training layer 2, epoch 62, cost -50.4628578695
Pre-training layer 2, epoch 63, cost -50.3645050176
Pre-training layer 2, epoch 64, cost -50.307448082
Pre-training layer 2, epoch 65, cost -50.28900582
Pre-training layer 2, epoch 65, representative training free energy 232227.920922
Pre-training layer 2, epoch 65, validation free energy 230552.320969
Pre-training layer 2, epoch 66, cost -50.2002451197
Pre-training layer 2, epoch 67, cost -50.2149993388
Pre-training layer 2, epoch 68, cost -50.1260069911
Pre-training layer 2, epoch 69, cost -50.1421303495
Pre-training layer 2, epoch 70, cost -50.097577699
Pre-training layer 2, epoch 70, representative training free energy 235956.890602
Pre-training layer 2, epoch 70, validation free energy 234259.107648
Pre-training layer 2, epoch 71, cost -50.0164490128
Pre-training layer 2, epoch 72, cost -49.9649954287
Pre-training layer 2, epoch 73, cost -49.9880198733
Pre-training layer 2, epoch 74, cost -49.9512888336
Pre-training layer 2, epoch 75, cost -49.8562514814
Pre-training layer 2, epoch 75, representative training free energy 239478.196687
Pre-training layer 2, epoch 75, validation free energy 237782.962492
Pre-training layer 2, epoch 76, cost -49.906875445
Pre-training layer 2, epoch 77, cost -49.8136526934
Pre-training layer 2, epoch 78, cost -49.8013746262
Pre-training layer 2, epoch 79, cost -49.7782996051
Pre-training layer 2, epoch 80, cost -49.6565118853
Pre-training layer 2, epoch 80, representative training free energy 244048.728797
Pre-training layer 2, epoch 80, validation free energy 242291.780273
Pre-training layer 2, epoch 81, cost -49.6608521779
Pre-training layer 2, epoch 82, cost -49.7033042526
Pre-training layer 2, epoch 83, cost -49.6854716619
Pre-training layer 2, epoch 84, cost -49.5753559303
Pre-training layer 2, epoch 85, cost -49.561078434
Pre-training layer 2, epoch 85, representative training free energy 246677.126383
Pre-training layer 2, epoch 85, validation free energy 244876.1915
Pre-training layer 2, epoch 86, cost -49.4650318591
Pre-training layer 2, epoch 87, cost -49.501827755
Pre-training layer 2, epoch 88, cost -49.4994080925
Pre-training layer 2, epoch 89, cost -49.3778931491
Pre-training layer 2, epoch 90, cost -49.372975928
Pre-training layer 2, epoch 90, representative training free energy 249510.459703
Pre-training layer 2, epoch 90, validation free energy 247697.871344
Pre-training layer 2, epoch 91, cost -49.2973752912
Pre-training layer 2, epoch 92, cost -49.3430514971
Pre-training layer 2, epoch 93, cost -49.3184610621
Pre-training layer 2, epoch 94, cost -49.2796234449
Pre-training layer 2, epoch 95, cost -49.3106893222
Pre-training layer 2, epoch 95, representative training free energy 253050.427219
Pre-training layer 2, epoch 95, validation free energy 251228.301422
Pre-training layer 2, epoch 96, cost -49.1597590001
Pre-training layer 2, epoch 97, cost -49.2480069542
Pre-training layer 2, epoch 98, cost -49.1021644592
Pre-training layer 2, epoch 99, cost -49.0845096461
The pretraining code for file dbn_loop.pyc ran for 2.85m... getting the finetuning functions... finetuning the model
epoch 1, minibatch 300/300, validation error 17.700000 %
     epoch 1, minibatch 300/300, test error of best model 15.300000 %
epoch 2, minibatch 300/300, validation error 12.500000 %
     epoch 2, minibatch 300/300, test error of best model 11.800000 %
epoch 3, minibatch 300/300, validation error 10.900000 %
     epoch 3, minibatch 300/300, test error of best model 10.300000 %
epoch 4, minibatch 300/300, validation error 10.100000 %
     epoch 4, minibatch 300/300, test error of best model 9.500000 %
epoch 5, minibatch 300/300, validation error 9.400000 %
     epoch 5, minibatch 300/300, test error of best model 8.600000 %
epoch 6, minibatch 300/300, validation error 8.700000 %
     epoch 6, minibatch 300/300, test error of best model 8.100000 %
epoch 7, minibatch 300/300, validation error 7.800000 %
     epoch 7, minibatch 300/300, test error of best model 7.700000 %
epoch 8, minibatch 300/300, validation error 7.100000 %
     epoch 8, minibatch 300/300, test error of best model 7.500000 %
epoch 9, minibatch 300/300, validation error 6.900000 %
     epoch 9, minibatch 300/300, test error of best model 7.200000 %
epoch 10, minibatch 300/300, validation error 6.700000 %
     epoch 10, minibatch 300/300, test error of best model 7.000000 %
epoch 11, minibatch 300/300, validation error 6.700000 %
epoch 12, minibatch 300/300, validation error 6.700000 %
epoch 13, minibatch 300/300, validation error 6.700000 %
epoch 14, minibatch 300/300, validation error 6.400000 %
     epoch 14, minibatch 300/300, test error of best model 6.700000 %
epoch 15, minibatch 300/300, validation error 6.400000 %
epoch 16, minibatch 300/300, validation error 6.400000 %
epoch 17, minibatch 300/300, validation error 6.300000 %
     epoch 17, minibatch 300/300, test error of best model 6.300000 %
epoch 18, minibatch 300/300, validation error 6.400000 %
epoch 19, minibatch 300/300, validation error 6.100000 %
     epoch 19, minibatch 300/300, test error of best model 6.400000 %
epoch 20, minibatch 300/300, validation error 6.100000 %
epoch 21, minibatch 300/300, validation error 6.000000 %
     epoch 21, minibatch 300/300, test error of best model 6.400000 %
epoch 22, minibatch 300/300, validation error 6.000000 %
epoch 23, minibatch 300/300, validation error 5.900000 %
     epoch 23, minibatch 300/300, test error of best model 6.000000 %
epoch 24, minibatch 300/300, validation error 5.900000 %
epoch 25, minibatch 300/300, validation error 5.600000 %
     epoch 25, minibatch 300/300, test error of best model 5.900000 %
epoch 26, minibatch 300/300, validation error 5.600000 %
epoch 27, minibatch 300/300, validation error 5.700000 %
epoch 28, minibatch 300/300, validation error 5.700000 %
epoch 29, minibatch 300/300, validation error 5.500000 %
     epoch 29, minibatch 300/300, test error of best model 5.700000 %
epoch 30, minibatch 300/300, validation error 5.500000 %
epoch 31, minibatch 300/300, validation error 5.500000 %
epoch 32, minibatch 300/300, validation error 5.600000 %
epoch 33, minibatch 300/300, validation error 5.500000 %
epoch 34, minibatch 300/300, validation error 5.500000 %
epoch 35, minibatch 300/300, validation error 5.500000 %
epoch 36, minibatch 300/300, validation error 5.500000 %
epoch 37, minibatch 300/300, validation error 5.500000 %
epoch 38, minibatch 300/300, validation error 5.500000 %
epoch 39, minibatch 300/300, validation error 5.500000 %
epoch 40, minibatch 300/300, validation error 5.500000 %
epoch 41, minibatch 300/300, validation error 5.500000 %
epoch 42, minibatch 300/300, validation error 5.400000 %
     epoch 42, minibatch 300/300, test error of best model 5.400000 %
epoch 43, minibatch 300/300, validation error 5.400000 %
epoch 44, minibatch 300/300, validation error 5.400000 %
epoch 45, minibatch 300/300, validation error 5.300000 %
     epoch 45, minibatch 300/300, test error of best model 5.300000 %
epoch 46, minibatch 300/300, validation error 5.300000 %
epoch 47, minibatch 300/300, validation error 5.200000 %
     epoch 47, minibatch 300/300, test error of best model 5.300000 %
epoch 48, minibatch 300/300, validation error 5.100000 %
     epoch 48, minibatch 300/300, test error of best model 5.400000 %
epoch 49, minibatch 300/300, validation error 5.100000 %
epoch 50, minibatch 300/300, validation error 5.100000 %
epoch 51, minibatch 300/300, validation error 5.100000 %
epoch 52, minibatch 300/300, validation error 5.200000 %
epoch 53, minibatch 300/300, validation error 5.200000 %
epoch 54, minibatch 300/300, validation error 5.200000 %
epoch 55, minibatch 300/300, validation error 5.200000 %
epoch 56, minibatch 300/300, validation error 5.200000 %
epoch 57, minibatch 300/300, validation error 5.200000 %
epoch 58, minibatch 300/300, validation error 5.100000 %
epoch 59, minibatch 300/300, validation error 5.100000 %
epoch 60, minibatch 300/300, validation error 5.100000 %
epoch 61, minibatch 300/300, validation error 5.100000 %
epoch 62, minibatch 300/300, validation error 5.100000 %
epoch 63, minibatch 300/300, validation error 5.100000 %
epoch 64, minibatch 300/300, validation error 5.100000 %
epoch 65, minibatch 300/300, validation error 5.100000 %
epoch 66, minibatch 300/300, validation error 5.100000 %
epoch 67, minibatch 300/300, validation error 5.100000 %
epoch 68, minibatch 300/300, validation error 5.100000 %
epoch 69, minibatch 300/300, validation error 5.100000 %
epoch 70, minibatch 300/300, validation error 5.100000 %
epoch 71, minibatch 300/300, validation error 5.100000 %
epoch 72, minibatch 300/300, validation error 5.100000 %
epoch 73, minibatch 300/300, validation error 5.100000 %
epoch 74, minibatch 300/300, validation error 5.100000 %
epoch 75, minibatch 300/300, validation error 5.100000 %
epoch 76, minibatch 300/300, validation error 5.100000 %
epoch 77, minibatch 300/300, validation error 5.100000 %
epoch 78, minibatch 300/300, validation error 5.000000 %
     epoch 78, minibatch 300/300, test error of best model 5.300000 %
epoch 79, minibatch 300/300, validation error 5.000000 %
epoch 80, minibatch 300/300, validation error 5.000000 %
epoch 81, minibatch 300/300, validation error 5.000000 %
epoch 82, minibatch 300/300, validation error 5.000000 %
epoch 83, minibatch 300/300, validation error 5.000000 %
epoch 84, minibatch 300/300, validation error 5.000000 %
epoch 85, minibatch 300/300, validation error 5.000000 %
epoch 86, minibatch 300/300, validation error 5.000000 %
epoch 87, minibatch 300/300, validation error 5.000000 %
epoch 88, minibatch 300/300, validation error 5.000000 %
epoch 89, minibatch 300/300, validation error 5.000000 %
epoch 90, minibatch 300/300, validation error 5.000000 %
epoch 91, minibatch 300/300, validation error 5.000000 %
epoch 92, minibatch 300/300, validation error 5.000000 %
epoch 93, minibatch 300/300, validation error 5.000000 %
epoch 94, minibatch 300/300, validation error 5.000000 %
epoch 95, minibatch 300/300, validation error 5.000000 %
epoch 96, minibatch 300/300, validation error 5.000000 %
epoch 97, minibatch 300/300, validation error 5.000000 %
epoch 98, minibatch 300/300, validation error 5.000000 %
epoch 99, minibatch 300/300, validation error 5.000000 %
epoch 100, minibatch 300/300, validation error 5.000000 %
epoch 101, minibatch 300/300, validation error 5.000000 %
epoch 102, minibatch 300/300, validation error 5.000000 %
epoch 103, minibatch 300/300, validation error 5.000000 %
epoch 104, minibatch 300/300, validation error 5.000000 %
epoch 105, minibatch 300/300, validation error 5.000000 %
epoch 106, minibatch 300/300, validation error 5.000000 %
epoch 107, minibatch 300/300, validation error 5.000000 %
epoch 108, minibatch 300/300, validation error 5.000000 %
epoch 109, minibatch 300/300, validation error 5.000000 %
epoch 110, minibatch 300/300, validation error 5.000000 %
epoch 111, minibatch 300/300, validation error 5.000000 %
epoch 112, minibatch 300/300, validation error 5.000000 %
epoch 113, minibatch 300/300, validation error 5.000000 %
epoch 114, minibatch 300/300, validation error 5.000000 %
epoch 115, minibatch 300/300, validation error 5.000000 %
epoch 116, minibatch 300/300, validation error 5.000000 %
epoch 117, minibatch 300/300, validation error 5.000000 %
epoch 118, minibatch 300/300, validation error 5.000000 %
epoch 119, minibatch 300/300, validation error 5.000000 %
epoch 120, minibatch 300/300, validation error 5.000000 %
epoch 121, minibatch 300/300, validation error 5.000000 %
epoch 122, minibatch 300/300, validation error 5.000000 %
epoch 123, minibatch 300/300, validation error 5.000000 %
epoch 124, minibatch 300/300, validation error 5.000000 %
epoch 125, minibatch 300/300, validation error 5.000000 %
epoch 126, minibatch 300/300, validation error 5.000000 %
epoch 127, minibatch 300/300, validation error 5.000000 %
epoch 128, minibatch 300/300, validation error 5.000000 %
epoch 129, minibatch 300/300, validation error 5.000000 %
epoch 130, minibatch 300/300, validation error 5.000000 %
epoch 131, minibatch 300/300, validation error 5.000000 %
epoch 132, minibatch 300/300, validation error 5.000000 %
epoch 133, minibatch 300/300, validation error 5.000000 %
epoch 134, minibatch 300/300, validation error 5.000000 %
epoch 135, minibatch 300/300, validation error 5.000000 %
epoch 136, minibatch 300/300, validation error 5.000000 %
epoch 137, minibatch 300/300, validation error 5.000000 %
epoch 138, minibatch 300/300, validation error 5.000000 %
epoch 139, minibatch 300/300, validation error 5.000000 %
epoch 140, minibatch 300/300, validation error 5.000000 %
epoch 141, minibatch 300/300, validation error 5.000000 %
epoch 142, minibatch 300/300, validation error 5.000000 %
epoch 143, minibatch 300/300, validation error 5.000000 %
epoch 144, minibatch 300/300, validation error 5.000000 %
epoch 145, minibatch 300/300, validation error 5.000000 %
epoch 146, minibatch 300/300, validation error 5.000000 %
epoch 147, minibatch 300/300, validation error 5.000000 %
epoch 148, minibatch 300/300, validation error 5.000000 %
epoch 149, minibatch 300/300, validation error 5.100000 %
epoch 150, minibatch 300/300, validation error 5.100000 %
epoch 151, minibatch 300/300, validation error 5.100000 %
epoch 152, minibatch 300/300, validation error 5.100000 %
epoch 153, minibatch 300/300, validation error 5.100000 %
epoch 154, minibatch 300/300, validation error 5.100000 %
epoch 155, minibatch 300/300, validation error 5.100000 %
Optimization complete with best validation score of 5.000000 %, obtained at iteration 23400, with test performance 5.300000 %
